title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG,director_prev_nom,director_prev_win,BAFTA,Golden Globe,Guild,rt_critic_score,rt_audience_score,encoded_director,encoded_genre,encoded_producer
Honey,12/5/2003,18000000.0,Bille Woodruff,Universal,30308417.0,44666300.0,Music Drama,0,0.0,['Marc Platt'],PG-13,94.0,1972.0,PG-13,Musical,83.0,2003.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,28,8,445
"Honey, I Blew Up the Kid",7/17/1992,0.0,0,Buena Vista,58662452.0,126230300.0,Family Comedy,0,0.0,,PG,89.0,2429.0,PG,Family,,1992.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
"Honey, I Shrunk the Kids",6/23/1989,0.0,Joe Johnston,Buena Vista,130724172.0,294047100.0,Family Adventure,0,0.0,['Jon Landau'],PG,101.0,1498.0,PG,Family,,1989.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,457,12,407
Honeydripper,12/28/2007,0.0,John Sayles,Emerging Pictures,267880.0,333200.0,Music Drama,0,0.0,,PG-13,123.0,26.0,PG-13,Musical,177.0,2007.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,903,8,4
Honeymoon,9/12/2014,0.0,0,Magnolia,9318.0,10300.0,Horror,0,0.0,,R,87.0,3.0,R,Horror,41.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
Honeymoon in Vegas,8/28/1992,25000000.0,Andrew Bergman,Columbia,35208854.0,75762700.0,Romantic Comedy,0,0.0,,PG-13,97.0,1765.0,PG-13,Romance,,1992.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,61.0,35.0,904,5,4
The Honeymooners,6/10/2005,25000000.0,John Schultz,Paramount,12843849.0,17893200.0,Comedy,0,0.0,['Cedric the Entertainer'],PG-13,85.0,1912.0,PG-13,Comedy,62.0,2005.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,81,1,960
Honeysuckle Rose,7/18/1980,0.0,0,Warner Bros.,17815212.0,59141200.0,Music Drama,1,0.0,['Sydney Pollack'],PG,119.0,,PG,Musical,,1980.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,8,11
Honky Tonk Freeway,8/21/1981,0.0,0,Universal,2004742.0,6439700.0,Unknown,0,0.0,,PG,107.0,,PG,None,,1981.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Honky Tonk Man,12/17/1982,0.0,Clint Eastwood,Warner Bros.,4484991.0,13622800.0,Unknown,0,0.0,['Clint Eastwood'],PG,123.0,686.0,PG,None,,1982.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,13,11,12
Hoodlum,8/29/1997,0.0,Bill Duke,MGM,23499102.0,45718300.0,Crime Drama,0,0.0,['Bill Duke'],R,130.0,2020.0,R,Crime_Thriller,,1997.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,477,3,961
Hoodwinked,12/16/2005,0.0,0,Weinstein Company,51386611.0,70058400.0,Animation,0,0.0,,PG,95.0,3020.0,PG,Animation,146.0,2005.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,13,4
Hoodwinked Too! Hood vs. Evil,4/29/2011,30000000.0,0,Weinstein Company,10143779.0,11240700.0,Animation,0,0.0,,PG,85.0,2505.0,PG,Animation,83.0,2011.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,13,4
Hook,12/11/1991,70000000.0,Steven Spielberg,TriStar,119654823.0,256183200.0,Fantasy,5,0.0,"['Kathleen Kennedy', 'Frank Marshall', 'Gerald R. Molen']",PG,142.0,2254.0,PG,Fantasy_Scifi,,1991.0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,30.0,76.0,2,2,731
Hoop Dreams,10/14/1994,0.0,0,Fine Line,7830611.0,16078000.0,Documentary,1,0.0,,PG-13,170.0,262.0,PG-13,Documentary,216.0,1994.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Hooper,7/28/1978,0.0,0,Warner Bros.,78000000.0,297666700.0,Comedy,1,0.0,['Lawrence Gordon'],PG,97.0,,PG,Comedy,,1978.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1,135
Hoosiers,11/14/1986,0.0,0,Orion Pictures,28607524.0,65476400.0,Sports Drama,2,0.0,,PG,114.0,1048.0,PG,Sports,,1986.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,88.0,88.0,1,7,4
Hoot,5/5/2006,15000000.0,0,New Line,8117637.0,11067300.0,Family Comedy,0,0.0,['Frank Marshall'],PG,90.0,3018.0,PG,Family,34.0,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,178
Hop,4/1/2011,63000000.0,Tim Hill,Universal,108085305.0,119752100.0,Comedy,0,0.0,['Christopher Meledandri'],PG,90.0,3616.0,PG,Comedy,76.0,2011.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,104,1,520
Hope and Glory,10/16/1987,0.0,0,Columbia,10021120.0,21777600.0,Drama,5,0.0,,PG-13,113.0,328.0,PG-13,Drama,188.0,1987.0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,4,0,94.0,83.0,1,6,4
Hope Floats,5/29/1998,0.0,Forest Whitaker,Fox,60053195.0,114344400.0,Comedy / Drama,0,0.0,['Lynda Obst'],PG-13,114.0,2404.0,PG-13,Comedy,,1998.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,767,1,28
Hope Springs,8/8/2012,0.0,David Frankel,Sony / Columbia,63536011.0,72927600.0,Comedy / Drama,0,0.0,"['Todd Black', 'Jason Blumenthal', 'Steve Tisch']",PG-13,121.0,2441.0,PG-13,Comedy,74.0,2012.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,75.0,55.0,324,1,52
Hope Springs,9/5/2003,0.0,0,Buena Vista,0.0,0.0,Unknown,0,0.0,,PG-13,92.0,,PG-13,None,,2003.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,75.0,55.0,1,11,4
The Hornet's Nest,5/9/2014,0.0,0,Freestyle Releasing,312706.0,335400.0,Documentary,0,0.0,,R,93.0,57.0,R,Documentary,83.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Horns,10/31/2014,0.0,Alexandre Aja,Radius-TWC,173948.0,187100.0,Fantasy Drama,0,0.0,"['Riza Aziz', 'Joey McFarland', 'Cathy Schulman']",R,120.0,103.0,R,Fantasy_Scifi,30.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,889,2,962
Horrible Bosses,7/8/2011,35000000.0,Seth Gordon,Warner Bros. (New Line),117538559.0,132201500.0,Comedy,0,0.0,"['Brett Ratner', 'Jay Stern']",R,100.0,3134.0,R,Comedy,111.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,259,1,963
Horrible Bosses 2,11/26/2014,42000000.0,Sean Anders,Warner Bros.,54445357.0,58698100.0,Comedy,0,0.0,"['Chris Bender', 'John Morris', 'Brett Ratner', 'Jay Stern']",R,108.0,3400.0,R,Comedy,85.0,2014.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,592,1,964
The Horror Show,4/28/1989,0.0,0,MGM,1738897.0,3911400.0,Unknown,0,0.0,,R,94.0,444.0,R,None,,1989.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
The Horse Whisperer,5/15/1998,0.0,Robert Redford,Buena Vista,75383563.0,143534100.0,Romance,1,0.0,,PG-13,169.0,2362.0,PG-13,Romance,,1998.0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,74.0,72.0,545,5,4
The Horsemen,3/6/2009,0.0,0,Lionsgate,0.0,0.0,Horror Thriller,0,0.0,"['Michael Bay', 'Brad Fuller']",R,110.0,,R,Horror,,2009.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,965
The Host,3/29/2013,40000000.0,Andrew Niccol,Open Road Films,26627201.0,29947200.0,Sci-Fi Thriller,0,0.0,"['Stephenie Meyer', 'Nick Wechsler']",PG-13,125.0,3202.0,PG-13,Fantasy_Scifi,62.0,2013.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,808,2,966
Hostage,3/11/2005,0.0,0,Miramax,34639939.0,48258100.0,Action Thriller,0,0.0,"['Mark Gordon', 'Bob Yari']",R,113.0,2183.0,R,Act_Adven,104.0,2005.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,951
Hostel,1/6/2006,4800000.0,Eli Roth,Lions Gate,47326473.0,64523000.0,Horror,0,0.0,,R,95.0,2337.0,R,Horror,41.0,2006.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,445,4,4
Hostel Part II,6/8/2007,10200000.0,Eli Roth,Lionsgate,17609452.0,22856500.0,Horror,0,0.0,,R,94.0,2350.0,R,Horror,27.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,445,4,4
Hostiles,12/22/2017,0.0,Scott Cooper,Entertainment Studios,0.0,0.0,Drama,0,0.0,['Scott Cooper'],R,135.0,,R,Drama,,2017.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,337,6,967
The Hot Chick,12/13/2002,0.0,Tom Brady,Buena Vista,35081594.0,52928400.0,Fantasy Comedy,0,0.0,"['Jack Giarraputo', 'Adam Sandler']",PG-13,101.0,2246.0,PG-13,Fantasy_Scifi,142.0,2002.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,434,2,259
Hot Dog... The Movie,1/13/1984,0.0,Peter Markle,MGM,20307325.0,53971600.0,Comedy,0,0.0,,R,96.0,1276.0,R,Comedy,,1984.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,247,1,4
Hot Fuzz,4/20/2007,0.0,Edgar Wright,Rogue Pictures,23637265.0,30680300.0,Comedy,0,0.0,"['Tim Bevan', 'Eric Fellner']",R,120.0,1272.0,R,Comedy,97.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,212,1,9
Hot Moves,5/17/1985,0.0,0,Cardinal Entertainment,2732684.0,6874000.0,Comedy,0,0.0,,R,85.0,,R,Comedy,,1985.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
Hot Pursuit,5/8/1987,0.0,Steven Lisberger,Paramount,4215849.0,9628500.0,Unknown,0,0.0,,PG-13,93.0,975.0,PG-13,None,,1987.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,905,11,4
Hot Pursuit,5/8/2015,35000000.0,Anne Fletcher,Warner Bros. (New Line),34580201.0,36028300.0,Comedy,0,0.0,"['Bruna Papandrea', 'Sofia Vergara', 'Reese Witherspoon']",PG-13,87.0,3037.0,PG-13,Comedy,83.0,2015.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,852,1,968
Hot Rod,8/3/2007,0.0,Akiva Schaffer,Paramount,13938332.0,18091500.0,Action Comedy,0,0.0,['Lorne Michaels'],PG-13,88.0,2607.0,PG-13,Act_Adven,55.0,2007.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,906,0,198
Hot Shots!,7/31/1991,26000000.0,Jim Abrahams,Fox,69467617.0,147350500.0,Comedy,0,0.0,['Bill Badalato'],PG-13,84.0,1999.0,PG-13,Comedy,,1991.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,309,1,8
Hot Shots! Part Deux,5/21/1993,0.0,Jim Abrahams,Fox,38922972.0,83957000.0,Comedy,0,0.0,['Bill Badalato'],PG-13,86.0,2140.0,PG-13,Comedy,,1993.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,309,1,8
The Hot Spot,10/12/1990,0.0,0,Orion Pictures,1293976.0,2731700.0,Romantic Thriller,0,0.0,,R,130.0,365.0,R,Romance,,1990.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,4
Hot to Trot,8/26/1988,0.0,0,Warner Bros.,6436211.0,13984300.0,Unknown,0,0.0,['Steve Tisch'],PG,83.0,1157.0,PG,None,,1988.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,11,275
Hot Tub Time Machine,3/26/2010,36000000.0,Steve Pink,MGM,50287556.0,56486500.0,Comedy,0,0.0,,R,100.0,2771.0,R,Comedy,76.0,2010.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6,1,4
Hot Tub Time Machine 2,2/20/2015,14000000.0,Steve Pink,Paramount,12314651.0,13543100.0,Comedy,0,0.0,['Andrew Panay'],R,93.0,2901.0,R,Comedy,34.0,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6,1,501
Hotel,7/25/2003,0.0,0,Innovation Film Group,29813.0,44100.0,Unknown,0,0.0,,R,119.0,2.0,R,None,20.0,2003.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Hotel Colonial,9/18/1987,0.0,0,Orion Pictures,9526.0,21800.0,Action / Adventure,0,0.0,,R,104.0,,R,Act_Adven,,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Hotel de Love,2/7/1997,0.0,0,Live,165845.0,322600.0,Romantic Comedy,0,0.0,,R,96.0,42.0,R,Romance,,1997.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,4
Hotel for Dogs,1/16/2009,0.0,Thor Freudenthal,Paramount (DreamWorks),73034460.0,87426000.0,Family,0,0.0,['Jason Clark'],PG,100.0,3271.0,PG,Family,132.0,2009.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,639,12,912
The Hotel New Hampshire,3/9/1984,0.0,0,Orion Pictures,5142858.0,13668400.0,Unknown,0,0.0,,R,109.0,244.0,R,None,,1984.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Hotel Rwanda,12/22/2004,0.0,0,United Artists,23530892.0,32794500.0,Drama,3,0.0,,PG-13,110.0,824.0,PG-13,Drama,127.0,2004.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,90.0,94.0,1,6,4
Hotel Transylvania,9/28/2012,85000000.0,Genndy Tartakovsky,Sony / Columbia,148313048.0,164582500.0,Animation,0,0.0,"['Michelle Murdocca', 'Adam Sandler', 'Robert Smigel']",PG,91.0,3375.0,PG,Animation,153.0,2012.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,907,13,969
Hotel Transylvania 2,9/25/2015,80000000.0,Genndy Tartakovsky,Sony / Columbia,169700110.0,174204100.0,Animation,0,0.0,"['Allen Covert', 'Michelle Murdocca', 'Adam Sandler', 'Robert Smigel']",PG,89.0,3768.0,PG,Animation,160.0,2015.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,907,13,970
The Hottest State,8/24/2007,0.0,Ethan Hawke,ThinkFilm,31216.0,40500.0,Drama,0,0.0,,R,117.0,5.0,R,Drama,34.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,908,6,4
The Hottie & the Nottie,2/8/2008,0.0,0,Regent Releasing,27696.0,34400.0,Romantic Comedy,0,0.0,,PG-13,90.0,111.0,PG-13,Romance,2.0,2008.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,4
Hounddog,9/19/2008,0.0,0,Empire,131961.0,164100.0,Drama,0,0.0,,R,93.0,11.0,R,Drama,89.0,2008.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
The Hours,12/27/2002,25000000.0,Stephen Daldry,Paramount,41675994.0,61719200.0,Drama,9,1.0,['Scott Rudin'],PG-13,114.0,1010.0,PG-13,Drama,146.0,2002.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7,7,5,81.0,84.0,327,6,21
The House,6/30/2017,40000000.0,Andrew J. Cohen,Warner Bros. (New Line),25584504.0,25584500.0,Comedy,0,0.0,,R,88.0,3134.0,R,Comedy,62.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,909,1,4
House,2/28/1986,0.0,0,New World,19444631.0,46803400.0,Horror Comedy,0,0.0,,R,93.0,1440.0,R,Horror,,1986.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
House,11/7/2008,0.0,0,Roadside Attractions,575048.0,715200.0,Horror,0,0.0,,R,88.0,363.0,R,Horror,47.0,2008.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
House Arrest,8/16/1996,0.0,Harry Winer,MGM,7032782.0,14208800.0,Family Comedy,0,0.0,,PG,111.0,1623.0,PG,Family,,1996.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,910,12,4
House at the End of The Street,9/21/2012,10000000.0,Mark Tonderai,Relativity,31611916.0,35647800.0,Thriller,0,0.0,"['Ryan Kavanaugh', 'Aaron Ryder', 'Tucker Tooley']",PG-13,101.0,3083.0,PG-13,Crime_Thriller,90.0,2012.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,911,3,971
The House Bunny,8/22/2008,25000000.0,Fred Wolf,Sony / Columbia,48237389.0,59994400.0,Comedy,0,0.0,"['Adam Sandler', 'Jack Giarraputo', 'Heather Parry', 'Allen Covert']",PG-13,94.0,2763.0,PG-13,Comedy,51.0,2008.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,912,1,972
House Calls,1/1/1978,0.0,0,Universal,28460702.0,108612800.0,Romantic Comedy,0,0.0,,PG,123.0,,PG,Romance,,1978.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,5,4
House II,8/28/1987,0.0,0,New World,7800000.0,17814300.0,Unknown,0,0.0,,PG-13,88.0,1069.0,PG-13,None,,1987.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
"House of 1,000 Corpses",4/11/2003,7000000.0,Rob Zombie,Lions Gate,12634962.0,18711500.0,Horror,0,0.0,,R,88.0,847.0,R,Horror,90.0,2003.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,637,4,4
House of Cards,6/25/1993,0.0,0,Miramax,322871.0,696400.0,Unknown,0,0.0,['Gianni Nunnari'],PG-13,109.0,29.0,PG-13,None,,1993.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,769
House of D,4/15/2005,0.0,David Duchovny,Lions Gate,388532.0,541300.0,Comedy / Drama,0,0.0,"['Jeff Skoll', 'Bob Yari']",PG-13,97.0,305.0,PG-13,Comedy,27.0,2005.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,913,1,973
House of Fools,4/25/2003,0.0,0,Paramount Classics,57862.0,85700.0,Unknown,0,0.0,,R,104.0,8.0,R,None,111.0,2003.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
House of Games,10/16/1987,0.0,David Mamet,Orion Pictures,2585639.0,5905300.0,Unknown,0,0.0,,R,102.0,9.0,R,None,,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,96.0,79.0,878,11,4
The House of Mirth,12/22/2000,0.0,0,Sony Classics,3043284.0,4808900.0,Period Drama,0,0.0,,PG,140.0,63.0,PG,Historical,,2000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,14,4
House of Sand and Fog,12/19/2003,16500000.0,Vadim Perelman,DreamWorks,13040288.0,18755900.0,Drama / Thriller,3,0.0,['Michael London'],R,126.0,598.0,R,Drama,118.0,2003.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,74.0,83.0,914,6,724
House of the Dead,10/10/2003,12000000.0,Uwe Boll,Artisan,10249719.0,15179100.0,Horror,0,0.0,,R,92.0,1540.0,R,Horror,41.0,2003.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,100,4,4
The House of the Devil,10/30/2009,0.0,Ti West,Magnolia,101215.0,118800.0,Horror,0,0.0,,R,95.0,7.0,R,Horror,62.0,2009.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,915,4,4
The House of the Spirits,4/1/1994,40000000.0,0,Miramax,6265311.0,13385000.0,Period Drama,0,0.0,['Bernd Eichinger'],R,133.0,476.0,R,Historical,,1994.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,14,328
House of Usher,5/9/2008,0.0,0,Regent Releasing,1677.0,2100.0,Horror,0,0.0,,R,83.0,2.0,R,Horror,41.0,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
House of Wax,5/6/2005,40000000.0,Jaume Collet-Serra,Warner Bros.,32064800.0,44670600.0,Horror,0,0.0,"['Susan Downey', 'Joel Silver']",R,110.0,3111.0,R,Horror,83.0,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,543,4,974
House of Wax,4/10/1953,0.0,Andre DeToth,Warner Bros.,23750000.0,451250000.0,Horror,0,0.0,,GP,90.0,,GP,Horror,,1953.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,916,4,4
The House of Yes,10/10/1997,1500000.0,Mark S. Waters,Miramax,626057.0,1218000.0,Comedy / Drama,0,0.0,['Beau Flynn'],R,85.0,54.0,R,Comedy,41.0,1997.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,226,1,50
The House on Carroll Street,3/4/1988,0.0,0,Orion Pictures,459824.0,999100.0,Unknown,0,0.0,,PG,111.0,,PG,None,,1988.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
House on Haunted Hill,10/29/1999,37000000.0,0,Warner Bros.,40846082.0,71750500.0,Horror,0,0.0,"['Gilbert Adler', 'Joel Silver']",R,95.0,2710.0,R,Horror,,1999.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,838
The House on Sorority Row,1/21/1983,0.0,0,Film Ventures Intl,10604986.0,30064300.0,Horror,0,0.0,,R,92.0,153.0,R,Horror,,1983.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
