title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG,director_prev_nom,director_prev_win,BAFTA,Golden Globe,Guild,rt_critic_score,rt_audience_score,encoded_director,encoded_genre,encoded_producer
De Palma,6/10/2016,0.0,"Noah Baumbach, Jake Paltrow",A24,165237.0,169800.0,Documentary,0,0.0,,R,111.0,19.0,R,Documentary,58.0,2016.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,608,10,4
De-Lovely,7/2/2004,15000000.0,Irwin Winkler,United Artists,13456633.0,19350700.0,Music Drama,0,0.0,"['Rob Cowan', 'Irwin Winkler']",PG-13,125.0,410.0,PG-13,Musical,153.0,2004.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,48.0,66.0,195,8,177
The Dead,12/18/1987,0.0,0,Vestron,4370078.0,9980800.0,Unknown,2,0.0,,PG,83.0,6.0,PG,None,,1987.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0,84.0,1,11,4
Dead 5: Rave to the Grave  - Box Office Mojo,,0.0,0,Freestyle Releasing,0.0,0.0,Horror Comedy,0,0.0,,R,86.0,,R,Horror,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
Dead Again,8/23/1991,0.0,Kenneth Branagh,Paramount,38016380.0,80638100.0,Thriller,0,0.0,['Sydney Pollack'],R,107.0,940.0,R,Crime_Thriller,,1991.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,83.0,77.0,189,3,11
Dead Alive,2/12/1993,0.0,Peter Jackson,Trimark,242623.0,523300.0,Unknown,0,0.0,,R,100.0,11.0,R,None,,1993.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,609,11,4
Dead Awake,12/3/2010,0.0,0,New Films Cinema,0.0,0.0,Fantasy,0,0.0,,R,89.0,,R,Fantasy_Scifi,,2010.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
Dead Bang,3/24/1989,0.0,0,Warner Bros.,8125592.0,18277500.0,Unknown,0,0.0,,R,103.0,1073.0,R,None,,1989.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Dead Before Dawn 3D,9/6/2013,0.0,0,Gaiam Vivendi Entertainment,0.0,0.0,Horror Comedy,0,0.0,,R,88.0,,R,Horror,,2013.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
Dead Calm,4/7/1989,0.0,Phillip Noyce,Warner Bros.,7825009.0,17601300.0,Unknown,0,0.0,['George Miller'],R,96.0,959.0,R,None,,1989.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,354,11,194
Dead Fish  - Box Office Mojo,,15000000.0,0,Unknown,0.0,0.0,Unknown,0,0.0,,R,104.15257614574438,,R,None,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
The Dead Girl,12/29/2006,0.0,0,First Look,19875.0,25800.0,Drama / Thriller,0,0.0,"['Gary Lucchesi', 'Tom Rosenberg', 'Kevin Turen', 'Richard Wright']",R,93.0,2.0,R,Drama,13.0,2006.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,573
Dead Heat,5/6/1988,0.0,0,New World,3588626.0,7797200.0,Action Comedy,0,0.0,,R,84.0,1012.0,R,Act_Adven,,1988.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
The Dead Lands,4/17/2015,0.0,0,Magnolia,5240.0,5400.0,Action,0,0.0,,R,107.0,3.0,R,Act_Adven,20.0,2015.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Dead Man,5/10/1996,0.0,Jim Jarmusch,Miramax,1037847.0,2096800.0,Western,0,0.0,,R,121.0,37.0,R,Western,69.0,1996.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,427,15,4
Dead Man Down,3/8/2013,0.0,Niels Arden Oplev,FilmDistrict,10895295.0,12253800.0,Thriller,0,0.0,"['Brian Kavanaugh-Jones', 'Neal H. Moritz', 'Peter Schlessel', 'J.H. Wyman']",R,110.0,2188.0,R,Crime_Thriller,41.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,610,3,574
Dead Man on Campus,8/21/1998,0.0,0,Paramount,15064946.0,28684400.0,Comedy,0,0.0,['Gale Anne Hurd'],R,94.0,1830.0,R,Comedy,,1998.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,13
Dead Man Walking,12/29/1995,0.0,Tim Robbins,Gramercy,39363635.0,79528800.0,Drama,4,1.0,"['Tim Bevan', 'Eric Fellner', 'Jon Kilik']",R,122.0,821.0,R,Drama,,1995.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,95.0,86.0,367,6,575
Dead Men Don't Wear Plaid,5/21/1982,0.0,Carl Reiner,Universal,18196170.0,55269300.0,Crime Comedy,0,0.0,,PG,89.0,906.0,PG,Crime_Thriller,,1982.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,611,3,4
Dead of Winter,2/6/1987,0.0,0,MGM,2413427.0,5512000.0,Thriller,0,0.0,,R,100.0,491.0,R,Crime_Thriller,,1987.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Dead Poets Society,6/2/1989,0.0,Peter Weir,Buena Vista,95860116.0,215624900.0,Drama,4,1.0,,PG,128.0,1109.0,PG,Drama,,1989.0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,5,0,85.0,92.0,612,6,4
The Dead Pool,7/15/1988,0.0,0,Warner Bros.,37903295.0,82354400.0,Action Thriller,0,0.0,['David Valdes'],R,92.0,1831.0,R,Act_Adven,,1988.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,200
Dead Presidents,10/6/1995,0.0,"Albert Hughes, Allen Hughes",Buena Vista,24147179.0,49571100.0,Action / Crime,0,0.0,"['Albert Hughes', 'Allen Hughes']",R,120.0,1084.0,R,Act_Adven,,1995.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,125,0,107
Dead Ringers,9/23/1988,0.0,0,Fox,8038508.0,17465700.0,Unknown,0,0.0,,R,115.0,1048.0,R,None,,1988.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Dead Silence,3/16/2007,20000000.0,James Wan,Universal,16809076.0,21817600.0,Horror,0,0.0,"['Gregg Hoffman', 'Mark Burg', 'Oren Koules']",R,90.0,1806.0,R,Horror,34.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,552,4,576
Dead Snow 2: Red vs. Dead,10/10/2014,0.0,0,Well Go USA,37473.0,40300.0,Horror Comedy,0,0.0,,R,100.0,25.0,R,Horror,23.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
The Dead Zone,10/21/1983,0.0,David Cronenberg,Paramount,20766616.0,58871700.0,Horror Thriller,0,0.0,,R,103.0,1293.0,R,Horror,,1983.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,568,4,4
Deadfall,10/8/1993,0.0,0,Trimark,18369.0,39600.0,Unknown,0,0.0,,R,99.0,2.0,R,None,,1993.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Deadfall,12/7/2012,0.0,0,Magnolia,66351.0,73700.0,Crime,0,0.0,,R,94.0,17.0,R,Crime_Thriller,48.0,2012.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Deadline,9/11/1987,0.0,0,Skouras,141211.0,322500.0,Unknown,0,0.0,,R,90.0,46.0,R,None,,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Deadline,2/17/2012,0.0,0,Transcendent Films,0.0,0.0,Drama,0,0.0,,PG-13,95.0,,PG-13,Drama,,2012.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Deadly Blessing,8/14/1981,0.0,Wes Craven,MGM,8279042.0,26594200.0,Unknown,0,0.0,,R,102.0,,R,None,,1981.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,589,11,4
Deadly Friend,10/10/1986,0.0,Wes Craven,Warner Bros.,8988731.0,21636000.0,Unknown,0,0.0,,R,91.0,1213.0,R,None,,1986.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,589,11,4
Deadpool,2/12/2016,58000000.0,Tim Miller,Fox,363070709.0,377676300.0,Action,0,0.0,"['Lauren Schuler Donner', 'Simon Kinberg', 'Ryan Reynolds']",R,106.0,3856.0,R,Act_Adven,125.0,2016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,84.0,90.0,613,0,577
Deadtime Stories,11/28/1986,0.0,0,Palisades Ent.,2750741.0,6621100.0,Unknown,0,0.0,,R,93.0,255.0,R,None,104.0,1986.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
The Deal,6/17/2005,0.0,0,Front Street Films,0.0,0.0,Thriller,0,0.0,,R,107.0,,R,Crime_Thriller,,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Deal,4/25/2008,0.0,0,MGM,61626.0,76600.0,Drama,0,0.0,,PG-13,86.0,51.0,PG-13,Drama,13.0,2008.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Deal of the Century,11/4/1983,0.0,William Friedkin,Warner Bros.,10369581.0,29396900.0,Comedy,0,0.0,['Steve Tisch'],PG,99.0,1226.0,PG,Comedy,,1983.0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0.0,0.0,359,1,275
Dean,6/2/2017,0.0,Demetri Martin,CBS Films,254536.0,254000.0,Comedy / Drama,0,0.0,,PG-13,93.0,83.0,PG-13,Comedy,27.0,2017.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,614,1,4
Dear Frankie,3/4/2005,0.0,0,Miramax,1341332.0,1868700.0,Drama,0,0.0,,PG-13,102.0,96.0,PG-13,Drama,125.0,2005.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Dear God,11/1/1996,0.0,Garry Marshall,Paramount,7138523.0,14422400.0,Comedy,0,0.0,"['Mario Iscovich', 'Steve Tisch']",PG,112.0,1774.0,PG,Comedy,,1996.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,263,1,578
Dear John,2/5/2010,25000000.0,Lasse Hallstrom,Sony / Screen Gems,80014842.0,89878300.0,Romance,0,0.0,"['Marty Bowen', 'Wyck Godfrey', 'Ryan Kavanaugh', 'Tucker Tooley']",PG-13,108.0,3062.0,PG-13,Romance,83.0,2010.0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0.0,463,5,579
Dear White People,10/17/2014,0.0,0,Roadside Attractions,4404154.0,4739400.0,Comedy / Drama,0,0.0,['Stephanie Allain'],R,100.0,393.0,R,Comedy,100.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,29
The Death and Life of Bobby Z  - Box Office Mojo,,0.0,John Herzfeld,Unknown,0.0,0.0,Action / Crime,0,0.0,['Peter Schlessel'],R,94.0,,R,Act_Adven,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,615,0,580
Death and the Maiden,12/23/1994,12000000.0,Roman Polanski,Fine Line,3103716.0,6381000.0,Drama / Thriller,0,0.0,,R,103.0,572.0,R,Drama,83.0,1994.0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.0,333,6,4
Death at a Funeral,8/17/2007,9000000.0,Frank Oz,MGM,8580428.0,11137000.0,Comedy / Drama,0,0.0,['Sidney Kimmel'],R,90.0,324.0,R,Comedy,139.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,393,1,80
Death at a Funeral,4/16/2010,21000000.0,Neil LaBute,Sony / Screen Gems,42739347.0,48007800.0,Comedy,0,0.0,['Sidney Kimmel'],R,90.0,2459.0,R,Comedy,83.0,2010.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,616,1,80
Death Becomes Her,7/31/1992,55000000.0,Robert Zemeckis,Universal,58422650.0,125714300.0,Horror Comedy,1,1.0,,PG-13,103.0,1866.0,PG-13,Horror,,1992.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.0,61.0,95,4,4
Death Before Dishonor,2/20/1987,0.0,0,New World,4546244.0,10383100.0,Unknown,0,0.0,,R,93.0,776.0,R,None,,1987.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Death in Love,7/17/2009,0.0,Boaz Yakin,Screen Media,23412.0,29100.0,Drama,0,0.0,,R,97.0,4.0,R,Drama,9.0,2009.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,617,6,4
Death Metal Angola,11/7/2014,0.0,0,The Vladar Company,4674.0,5200.0,Documentary,0,0.0,,R,83.0,1.0,R,Documentary,23.0,2014.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Death of a Dynasty,4/29/2005,0.0,0,TLA Releasing,42108.0,58700.0,Comedy,0,0.0,,R,90.0,16.0,R,Comedy,62.0,2005.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
Death of a President,10/27/2006,2000000.0,0,Newmarket,519086.0,707700.0,Drama / Thriller,0,0.0,,R,90.0,143.0,R,Drama,13.0,2006.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
The Death of Stalin  - Box Office Mojo,,0.0,Armando Iannucci,IFC,0.0,0.0,Comedy / Drama,0,0.0,,R,106.0,,R,Comedy,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,618,1,4
Death on the Nile,9/29/1978,0.0,0,Paramount,14560084.0,55564800.0,Drama / Thriller,1,1.0,,PG,120.0,,PG,Drama,,1978.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80.0,78.0,1,6,4
Death Race,8/22/2008,45000000.0,Paul W.S. Anderson,Universal,36316032.0,45167400.0,Action Thriller,0,0.0,"['Ryan Kavanaugh', 'Paula Wagner', 'Paul W.S. Anderson', 'Jeremy Bolt', 'Roger Corman']",R,89.0,2586.0,R,Act_Adven,55.0,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,79,0,581
Death Race 2000,4/27/1975,0.0,0,New World,0.0,0.0,Action,0,0.0,['Roger Corman'],R,79.0,,R,Act_Adven,,1975.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,582
Death Sentence,8/31/2007,0.0,James Wan,Fox,9534258.0,12375100.0,Action Thriller,0,0.0,"['Ashok Amritraj', 'Howard Baldwin', 'Karen Baldwin']",R,110.0,1823.0,R,Act_Adven,62.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,552,0,583
Death to Smoochy,3/29/2002,50000000.0,Danny DeVito,Warner Bros.,8364691.0,12856600.0,Comedy Thriller,0,0.0,['Andrew Lazar'],R,109.0,2164.0,R,Comedy,41.0,2002.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,619,1,342
Death Warrant,9/14/1990,0.0,0,MGM,16853487.0,35579600.0,Action,0,0.0,,R,89.0,1090.0,R,Act_Adven,,1990.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Death Wish,7/24/1974,0.0,0,Paramount,22000000.0,105058800.0,Action,0,0.0,,R,93.0,,R,Act_Adven,,1974.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Death Wish,3/2/2018,0.0,Eli Roth,Annapurna Pictures,0.0,0.0,Action / Crime,0,0.0,['Roger Birnbaum'],R,104.15257614574438,,R,Act_Adven,,2018.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,445,0,280
Death Wish 3,11/1/1985,0.0,0,Cannon Films,16116878.0,40541900.0,Action,0,0.0,,R,91.0,1460.0,R,Act_Adven,,1985.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Death Wish 4: The Crackdown,11/6/1987,0.0,0,Cannon Films,6880310.0,15713900.0,Unknown,0,0.0,,R,99.0,1030.0,R,None,,1987.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Death Wish II,2/19/1982,0.0,0,Filmways,16100000.0,48902400.0,Action,0,0.0,,R,89.0,377.0,R,Act_Adven,,1982.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Death Wish V: The Face of Death,1/14/1994,0.0,0,Trimark,1702394.0,3636900.0,Action,0,0.0,,R,95.0,248.0,R,Act_Adven,,1994.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Deathstalker,9/2/1983,0.0,0,New World,11919250.0,33790100.0,Fantasy,0,0.0,,R,81.0,250.0,R,Fantasy_Scifi,,1983.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
Deathtrap,3/19/1982,0.0,0,Warner Bros.,19282134.0,58567900.0,Comedy Thriller,0,0.0,,PG,116.0,603.0,PG,Comedy,,1982.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
The Debt,8/31/2011,20000000.0,John Madden,Focus Features,31177548.0,35064900.0,Drama / Thriller,0,0.0,['Matthew Vaughn'],R,113.0,1874.0,R,Drama,64.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,297,6,584
The Debut,3/16/2001,0.0,0,Menemsha,1745778.0,2683300.0,Comedy / Drama,0,0.0,,R,94.0,5.0,R,Comedy,608.0,2001.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
A Decade Under the Influence,4/25/2003,0.0,Richard LaGravenese,IFC,34837.0,51600.0,Documentary,0,0.0,['Richard LaGravenese'],R,112.0,3.0,R,Documentary,62.0,2003.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,270,10,585
Deceived,9/27/1991,0.0,0,Buena Vista,28738096.0,60957500.0,Thriller,0,0.0,,PG-13,108.0,1201.0,PG-13,Crime_Thriller,,1991.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Deceiver,1/30/1998,0.0,0,MGM,572433.0,1089900.0,Crime Thriller,0,0.0,,R,102.0,211.0,R,Crime_Thriller,,1998.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
The Deceivers,9/2/1988,0.0,0,Cinecom,346297.0,752400.0,Unknown,0,0.0,,PG-13,103.0,68.0,PG-13,None,41.0,1988.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
December,12/6/1991,0.0,0,IRS Media,5868.0,12400.0,Unknown,0,0.0,,PG,91.0,2.0,PG,None,6.0,1991.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
December Boys,9/14/2007,0.0,0,Warner Independent,50715.0,65800.0,Drama,0,0.0,,PG-13,105.0,13.0,PG-13,Drama,20.0,2007.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Deception,10/29/1993,0.0,0,Miramax,608866.0,1313300.0,Thriller,0,0.0,,PG-13,90.0,112.0,PG-13,Crime_Thriller,55.0,1993.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Deception,4/25/2008,0.0,Marcel Langenegger,Fox,4598506.0,5719300.0,Thriller,0,0.0,,R,108.0,2001.0,R,Crime_Thriller,62.0,2008.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,620,3,4
Deck the Halls,11/22/2006,0.0,John Whitesell,Fox,35093569.0,47805300.0,Comedy,0,0.0,"['Arnon Milchan', 'John Whitesell']",PG,95.0,3205.0,PG,Comedy,78.0,2006.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,318,1,586
Decline of the American Empire,11/14/1986,0.0,0,Cineplex Odeon,1902706.0,4579800.0,Unknown,0,0.0,,R,102.0,,R,None,,1986.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
The Decline of Western Civilization Part II: The Metal Years,6/3/1988,0.0,0,New Line,373743.0,812000.0,Documentary,0,0.0,,R,93.0,21.0,R,Documentary,,1988.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Decoding Annie Parker,5/2/2014,0.0,0,Entertainment One,48390.0,51900.0,Drama,0,0.0,,R,91.0,13.0,R,Drama,13.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Deconstructing Harry,12/12/1997,20000000.0,Woody Allen,Fine Line,10686841.0,20348300.0,Fantasy Comedy,1,0.0,,R,93.0,445.0,R,Fantasy_Scifi,,1997.0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,71.0,82.0,73,2,4
The Decoy Bride,3/9/2012,0.0,0,IFC,759.0,900.0,Comedy,0,0.0,,PG,89.0,1.0,PG,Comedy,6.0,2012.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
Decoys,2/27/2004,0.0,0,Lions Gate,84733.0,121800.0,Unknown,0,0.0,,R,95.0,55.0,R,None,,2004.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Dedication,8/24/2007,0.0,Justin Theroux,Weinstein Company,92853.0,120500.0,Romantic Comedy,0,0.0,,R,111.0,8.0,R,Romance,48.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,621,5,4
The Deep,6/17/1977,0.0,0,Columbia,47346365.0,189597800.0,Action Thriller,0,0.0,,PG,123.0,731.0,PG,Act_Adven,,1977.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Deep Blue,6/3/2005,0.0,0,Miramax,132261.0,184300.0,Documentary,0,0.0,,G,83.0,5.0,G,Documentary,83.0,2005.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Deep Blue Sea,7/30/1999,60000000.0,Renny Harlin,Warner Bros.,73648142.0,129464100.0,Horror,0,0.0,['Akiva Goldsman'],R,105.0,2901.0,R,Horror,,1999.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,35,4,587
The Deep Blue Sea,3/23/2012,0.0,0,Music Box Films,1126525.0,1245100.0,Romance,0,0.0,,R,98.0,61.0,R,Romance,160.0,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,79.0,51.0,1,5,4
Deep Cover,4/17/1992,0.0,Bill Duke,New Line,16639799.0,35805600.0,Crime Drama,0,0.0,['Michael De Luca'],R,107.0,902.0,R,Crime_Thriller,,1992.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,477,3,202
The Deep End,8/10/2001,3000000.0,0,Fox Searchlight,8823109.0,13920500.0,Drama / Thriller,0,0.0,,R,101.0,412.0,R,Drama,,2001.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,82.0,58.0,1,6,4
The Deep End of the Ocean,3/12/1999,38000000.0,0,Sony / Columbia,13898649.0,24432100.0,Drama,0,0.0,,PG-13,109.0,1907.0,PG-13,Drama,,1999.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Deep Gold,4/22/2011,0.0,0,Bigfoot Ascendant,12000.0,13600.0,Action,0,0.0,,PG-13,83.0,25.0,PG-13,Act_Adven,6.0,2011.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Deep Impact,5/8/1998,0.0,Mimi Leder,Paramount,140464664.0,267451900.0,Action Drama,0,0.0,['Steven Spielberg'],PG-13,120.0,3280.0,PG-13,Act_Adven,,1998.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,622,0,426
Deep Rising,1/30/1998,0.0,Stephen Sommers,Buena Vista,11203026.0,21331100.0,Horror,0,0.0,"['Mario Iscovich', 'Laurence Mark']",R,106.0,1788.0,R,Horror,,1998.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,36,4,588
Deep Sea 3D,3/3/2006,0.0,0,Warner Bros.,46264738.0,59084700.0,IMAX,0,0.0,,G,40.0,47.0,G,Other,,2006.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,9,4
Deep Water,8/24/2007,0.0,0,IFC,271143.0,351900.0,Documentary,0,0.0,,PG,93.0,17.0,PG,Documentary,118.0,2007.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Deepstar Six,1/13/1989,0.0,0,TriStar,8143225.0,18317100.0,Sci-Fi Horror,0,0.0,,R,103.0,1118.0,R,Fantasy_Scifi,,1989.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
Deepwater Horizon,9/30/2016,110000000.0,Peter Berg,Lionsgate/Summit,61433527.0,62412000.0,Action Drama,2,0.0,"['Lorenzo di Bonaventura', 'Mark Vahradian', 'David Womark']",PG-13,107.0,3403.0,PG-13,Act_Adven,76.0,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,257,0,589
The Deer Hunter,12/8/1978,15000000.0,Michael Cimino,Universal,48979328.0,186916800.0,War Drama,9,5.0,['Michael Cimino'],R,183.0,,R,War,,1978.0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,7,0,94.0,92.0,623,16,590
Def by Temptation,5/11/1990,0.0,0,Troma,2218579.0,4683700.0,Horror Comedy,0,0.0,,R,95.0,57.0,R,Horror,,1990.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,4
Def Jam's How to Be a Player,8/8/1997,0.0,0,Gramercy,14009368.0,27255700.0,Comedy,0,0.0,['Jeffrey Silver'],R,93.0,756.0,R,Comedy,,1997.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,23
Def-Con 4,3/15/1985,0.0,0,New World,1057064.0,2659000.0,Unknown,0,0.0,,R,88.0,54.0,R,None,,1985.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
